"活动类别","持续时间","开始时间","结束时间","备注"
"家务","00:08","2015-01-04 10:14","2015-01-04 10:22",
"用餐","01:37","2015-01-04 08:36","2015-01-04 10:14",
"交通","00:40","2015-01-04 07:55","2015-01-04 08:36",
"家务","00:38","2015-01-04 07:17","2015-01-04 07:55",
"睡眠","06:22","2015-01-04 00:54","2015-01-04 07:17",
"电影","04:30","2015-01-03 20:24","2015-01-04 00:54",
"Chaos","01:23","2015-01-03 19:01","2015-01-03 20:24",
"家务","00:06","2015-01-03 18:54","2015-01-03 19:01",
"用餐","00:41","2015-01-03 18:12","2015-01-03 18:54",
"Chaos","00:30","2015-01-03 17:41","2015-01-03 18:12",
"运动","01:28","2015-01-03 16:13","2015-01-03 17:41",
"Chaos","00:34","2015-01-03 15:38","2015-01-03 16:13",
"GDG","01:41","2015-01-03 13:57","2015-01-03 15:38",""
"用餐","01:17","2015-01-03 12:40","2015-01-03 13:57",
"交通","00:44","2015-01-03 11:55","2015-01-03 12:40",
"Chaos","01:48","2015-01-03 10:06","2015-01-03 11:55",
"家务","00:59","2015-01-03 09:05","2015-01-03 10:05",""
"用餐","01:00","2015-01-03 08:05","2015-01-03 09:05",""
"睡眠","06:25","2015-01-03 01:40","2015-01-03 08:05",""
"Chaos","02:30","2015-01-02 23:10","2015-01-03 01:40",
"家务","04:02","2015-01-02 19:08","2015-01-02 23:10",
"用餐","02:06","2015-01-02 17:01","2015-01-02 19:08",""
"Chaos","02:56","2015-01-02 14:05","2015-01-02 17:01",
"用餐","01:06","2015-01-02 12:58","2015-01-02 14:04",
"家务","01:59","2015-01-02 10:55","2015-01-02 12:55",""
"用餐","00:54","2015-01-02 10:01","2015-01-02 10:55",""
"家务","00:34","2015-01-02 09:27","2015-01-02 10:01",
"睡眠","08:48","2015-01-02 00:39","2015-01-02 09:27",
"交流","00:00","2015-01-01 22:21","2015-01-01 22:21",
"电影","02:17","2015-01-01 22:21","2015-01-02 00:39",""
"电影","00:00","2015-01-01 22:21","2015-01-01 22:21",
"Chaos","02:03","2015-01-01 20:18","2015-01-01 22:21",
"家务","01:01","2015-01-01 19:17","2015-01-01 20:18",
"用餐","00:25","2015-01-01 18:51","2015-01-01 19:17",
"运动","00:45","2015-01-01 18:06","2015-01-01 18:51",
"家务","01:40","2015-01-01 16:26","2015-01-01 18:06",
"交通","00:46","2015-01-01 15:39","2015-01-01 16:26",
"用餐","02:03","2015-01-01 13:36","2015-01-01 15:39",
"交通","00:19","2015-01-01 13:17","2015-01-01 13:36",""
"家务","01:12","2015-01-01 12:04","2015-01-01 13:17",
"交通","00:28","2015-01-01 11:35","2015-01-01 12:04",
"家务","02:04","2015-01-01 09:30","2015-01-01 11:35",
"睡眠","07:54","2015-01-01 01:36","2015-01-01 09:30",""
"Chaos","01:36","2014-12-31 23:59","2015-01-01 01:36",

"活动类别","持续时间","%"
"睡眠","41:50","29.06"
"Chaos","27:25","19.05"
"家务","16:57","11.78"
"用餐","14:53","10.34"
"交通","09:02","6.28"
"电影","06:47","4.72"
"GDG","04:45","3.30"
"交流","04:17","2.99"
"上网","03:37","2.52"
"工作","03:29","2.43"
"运动","02:13","1.55"
"OBP","01:27","1.02"
"购物","01:00","0.70"
"Untracked time","06:09","4.28"
