"活动类别","持续时间","开始时间","结束时间","备注"
"Chaos","01:06","2014-07-28 09:45","2014-07-28 10:52",
"交流","00:11","2014-07-28 09:34","2014-07-28 09:45",
"Pt0","00:09","2014-07-28 09:24","2014-07-28 09:34",
"Chaos","00:12","2014-07-28 09:11","2014-07-28 09:24",
"交通","00:30","2014-07-28 08:41","2014-07-28 09:11",
"家务","00:58","2014-07-28 07:42","2014-07-28 08:41",
"就医","00:00","2014-07-28 07:42","2014-07-28 07:42",
"睡眠","06:33","2014-07-28 01:08","2014-07-28 07:42",
"Chaos","01:09","2014-07-27 23:59","2014-07-28 01:08",
"娱乐","02:30","2014-07-27 21:29","2014-07-27 23:59",
"运动","03:36","2014-07-27 17:52","2014-07-27 21:29",""
"睡眠","01:53","2014-07-27 15:59","2014-07-27 17:52",
"交通","01:13","2014-07-27 14:45","2014-07-27 15:59",
"Chaos","00:54","2014-07-27 13:51","2014-07-27 14:45",""
"电影","02:19","2014-07-27 11:31","2014-07-27 13:51",""
"家务","02:03","2014-07-27 09:28","2014-07-27 11:31",
"睡眠","09:17","2014-07-27 00:11","2014-07-27 09:28",
"家务","02:57","2014-07-26 21:13","2014-07-27 00:11",
"用餐","00:00","2014-07-26 21:13","2014-07-26 21:13",
"交通","00:23","2014-07-26 20:49","2014-07-26 21:13",
"娱乐","00:26","2014-07-26 20:23","2014-07-26 20:49",""
"电影","02:22","2014-07-26 18:00","2014-07-26 20:23",""
"Chaos","04:03","2014-07-26 13:57","2014-07-26 18:00",
"家务","00:31","2014-07-26 13:26","2014-07-26 13:57",
"交通","02:04","2014-07-26 11:22","2014-07-26 13:26",
"家务","02:00","2014-07-26 09:21","2014-07-26 11:22",
"睡眠","07:46","2014-07-26 01:35","2014-07-26 09:21",
"Chaos","01:13","2014-07-26 00:22","2014-07-26 01:35",
"家务","03:48","2014-07-25 20:33","2014-07-26 00:22",""
"用餐","02:02","2014-07-25 18:31","2014-07-25 20:33",
"交通","00:14","2014-07-25 18:16","2014-07-25 18:31",
"Chaos","00:49","2014-07-25 17:27","2014-07-25 18:16",
"GDG","01:44","2014-07-25 15:42","2014-07-25 17:27",""
"Chaos","00:19","2014-07-25 15:23","2014-07-25 15:42",
"工作","00:58","2014-07-25 14:25","2014-07-25 15:23",
"Chaos","01:15","2014-07-25 13:09","2014-07-25 14:25",
"交通","00:45","2014-07-25 12:24","2014-07-25 13:09",
"工作","00:14","2014-07-25 12:10","2014-07-25 12:24",
"Pt0","00:51","2014-07-25 11:18","2014-07-25 12:10",
"GDG","00:25","2014-07-25 10:53","2014-07-25 11:18",
"Chaos","01:34","2014-07-25 09:18","2014-07-25 10:53",
"用餐","00:35","2014-07-25 08:42","2014-07-25 09:18",
"交通","00:13","2014-07-25 08:29","2014-07-25 08:42",
"家务","00:31","2014-07-25 07:58","2014-07-25 08:29",
"睡眠","07:27","2014-07-25 00:30","2014-07-25 07:58",
"Chaos","06:09","2014-07-24 18:21","2014-07-25 00:30",
"OBP","01:59","2014-07-24 16:22","2014-07-24 18:21",
"家务","00:28","2014-07-24 15:53","2014-07-24 16:22",
"OBP","00:14","2014-07-24 15:39","2014-07-24 15:53",
"Chaos","00:53","2014-07-24 14:45","2014-07-24 15:39",
"交通","00:13","2014-07-24 14:31","2014-07-24 14:45",
"Chaos","01:20","2014-07-24 13:11","2014-07-24 14:31",
"交通","00:29","2014-07-24 12:41","2014-07-24 13:11",
"交流","00:29","2014-07-24 12:11","2014-07-24 12:41",
"交流","00:59","2014-07-24 11:10","2014-07-24 12:10",""
"GDG","01:15","2014-07-24 09:55","2014-07-24 11:10",""
"用餐","01:00","2014-07-24 08:55","2014-07-24 09:55",
"交通","00:11","2014-07-24 08:43","2014-07-24 08:55",
"家务","01:01","2014-07-24 07:42","2014-07-24 08:43",
"睡眠","06:21","2014-07-24 01:21","2014-07-24 07:42",
"Chaos","00:00","2014-07-23 20:43","2014-07-23 20:43",
"Chaos","04:37","2014-07-23 20:43","2014-07-24 01:21",""
"家务","01:15","2014-07-23 19:28","2014-07-23 20:43",
"用餐","00:00","2014-07-23 19:28","2014-07-23 19:28",
"交通","00:48","2014-07-23 18:39","2014-07-23 19:28",
"Chaos","01:07","2014-07-23 17:32","2014-07-23 18:39",
"工作","02:52","2014-07-23 14:39","2014-07-23 17:32",
"交通","00:07","2014-07-23 14:31","2014-07-23 14:39",
"Chaos","01:29","2014-07-23 13:01","2014-07-23 14:31",
"交通","00:34","2014-07-23 12:27","2014-07-23 13:01",
"Chaos","00:22","2014-07-23 12:05","2014-07-23 12:27",
"工作","01:59","2014-07-23 10:05","2014-07-23 12:05",
"Chaos","00:01","2014-07-23 10:04","2014-07-23 10:05",
"用餐","00:27","2014-07-23 09:36","2014-07-23 10:04",
"交通","00:33","2014-07-23 09:02","2014-07-23 09:36",
"家务","01:04","2014-07-23 07:57","2014-07-23 09:02",""
"睡眠","07:30","2014-07-23 00:27","2014-07-23 07:57",
"家务","03:04","2014-07-22 21:22","2014-07-23 00:27",
"交通","02:00","2014-07-22 19:20","2014-07-22 21:20",""
"用餐","01:10","2014-07-22 18:10","2014-07-22 19:20",""
"air","05:43","2014-07-22 12:26","2014-07-22 18:10",
"交通","02:33","2014-07-22 09:52","2014-07-22 12:26",
"家务","01:17","2014-07-22 08:35","2014-07-22 09:52",
"睡眠","04:53","2014-07-22 03:41","2014-07-22 08:35",
"娱乐","02:20","2014-07-22 01:21","2014-07-22 03:41",""
"Chaos","01:39","2014-07-21 23:40","2014-07-22 01:20",""
"交通","00:35","2014-07-21 23:05","2014-07-21 23:40",""
"交流","02:00","2014-07-21 21:05","2014-07-21 23:05",""
"交通","00:25","2014-07-21 20:40","2014-07-21 21:05",""
"交流","02:00","2014-07-21 18:40","2014-07-21 20:40",""
"交通","00:27","2014-07-21 18:12","2014-07-21 18:40",""
"Chaos","01:07","2014-07-21 17:05","2014-07-21 18:12",
"交通","00:05","2014-07-21 17:00","2014-07-21 17:05",
"交通","00:14","2014-07-21 16:46","2014-07-21 17:00",
"购物","00:59","2014-07-21 15:45","2014-07-21 16:45",""
"交流","03:00","2014-07-21 12:45","2014-07-21 15:45",""
"交通","01:00","2014-07-21 11:45","2014-07-21 12:45",""
"工作","03:00","2014-07-21 08:45","2014-07-21 11:45",""
"Chaos","02:04","2014-07-21 06:40","2014-07-21 08:45",""
"睡眠","05:56","2014-07-21 00:44","2014-07-21 06:40",
"交通","01:20","2014-07-20 23:24","2014-07-21 00:44",
"娱乐","03:57","2014-07-20 19:26","2014-07-20 23:24",
"交通","01:33","2014-07-20 17:53","2014-07-20 19:26",
"Chaos","00:57","2014-07-20 16:56","2014-07-20 17:53",
"交流","01:33","2014-07-20 15:23","2014-07-20 16:56",
"Chaos","00:02","2014-07-20 15:20","2014-07-20 15:23",
"交流","01:23","2014-07-20 13:57","2014-07-20 15:20",""
"学习","00:25","2014-07-20 13:32","2014-07-20 13:57",
"交流","01:33","2014-07-20 11:59","2014-07-20 13:32",
"Chaos","00:02","2014-07-20 11:56","2014-07-20 11:59",
"交流","01:21","2014-07-20 10:35","2014-07-20 11:56",""
"交流","00:45","2014-07-20 09:50","2014-07-20 10:35",""
"交通","00:00","2014-07-20 09:49","2014-07-20 09:50",""
"家务","01:01","2014-07-20 08:47","2014-07-20 09:49",
"睡眠","08:32","2014-07-20 00:15","2014-07-20 08:47",
"交通","00:56","2014-07-19 23:18","2014-07-20 00:15",
"用餐","00:38","2014-07-19 22:40","2014-07-19 23:18",
"用餐","01:00","2014-07-19 21:40","2014-07-19 22:40",""
"交通","02:22","2014-07-19 19:18","2014-07-19 21:40",""
"Chaos","00:11","2014-07-19 19:06","2014-07-19 19:18",
"交流","05:09","2014-07-19 13:57","2014-07-19 19:06",
"用餐","01:22","2014-07-19 12:34","2014-07-19 13:57",
"交流","03:42","2014-07-19 08:52","2014-07-19 12:34",
"交通","00:20","2014-07-19 08:31","2014-07-19 08:52",
"用餐","00:49","2014-07-19 07:42","2014-07-19 08:31",
"Chaos","00:29","2014-07-19 07:12","2014-07-19 07:42",
"睡眠","06:16","2014-07-19 00:56","2014-07-19 07:12",
"Chaos","01:01","2014-07-18 23:55","2014-07-19 00:56",
"工作","01:30","2014-07-18 22:24","2014-07-18 23:55",""
"交通","00:11","2014-07-18 22:12","2014-07-18 22:24",""
"用餐","02:59","2014-07-18 19:10","2014-07-18 22:10",""
"交通","01:13","2014-07-18 17:57","2014-07-18 19:10",""
"交流","02:52","2014-07-18 15:04","2014-07-18 17:57",
"Chaos","01:31","2014-07-18 13:33","2014-07-18 15:04",
"交通","00:12","2014-07-18 13:21","2014-07-18 13:33",
"Chaos","00:10","2014-07-18 13:10","2014-07-18 13:21",
"用餐","01:01","2014-07-18 12:09","2014-07-18 13:10",
"Chaos","00:30","2014-07-18 11:38","2014-07-18 12:09",
"家务","01:39","2014-07-18 09:59","2014-07-18 11:38",
"睡眠","08:24","2014-07-18 01:34","2014-07-18 09:59",
"用餐","01:39","2014-07-17 23:55","2014-07-18 01:34",
"交通","00:41","2014-07-17 23:14","2014-07-17 23:55",
"交通","00:05","2014-07-17 23:05","2014-07-17 23:10",""
"Chaos","01:14","2014-07-17 21:50","2014-07-17 23:05",""
"交流","01:59","2014-07-17 19:50","2014-07-17 21:50",""
"用餐","01:00","2014-07-17 18:50","2014-07-17 19:50",""
"交通","02:21","2014-07-17 16:29","2014-07-17 18:50",""
"Chaos","00:35","2014-07-17 15:53","2014-07-17 16:29",
"工作","03:00","2014-07-17 15:35","2014-07-17 12:35",""
"交通","00:17","2014-07-17 15:35","2014-07-17 15:53",
"Chaos","00:00","2014-07-17 15:35","2014-07-17 15:35",
"用餐","01:00","2014-07-17 12:35","2014-07-17 13:35",""
"工作","02:59","2014-07-17 12:35","2014-07-17 15:35",""
"交通","00:21","2014-07-17 10:34","2014-07-17 10:55",""
"Chaos","01:48","2014-07-17 08:45","2014-07-17 10:34",
"睡眠","05:31","2014-07-17 03:14","2014-07-17 08:45",
"Chaos","00:35","2014-07-17 02:38","2014-07-17 03:14",
"交通","00:25","2014-07-17 02:12","2014-07-17 02:38",
"电影","02:12","2014-07-17 00:00","2014-07-17 02:12",
"Chaos","00:28","2014-07-16 23:32","2014-07-17 00:00",
"用餐","00:40","2014-07-16 22:50","2014-07-16 23:30",""
"交通","00:29","2014-07-16 22:20","2014-07-16 22:50",""
"Chaos","00:00","2014-07-16 22:20","2014-07-16 22:20",
"交通","00:18","2014-07-16 22:01","2014-07-16 22:20",
"交流","01:01","2014-07-16 21:00","2014-07-16 22:01",
"Chaos","00:14","2014-07-16 20:45","2014-07-16 21:00",""
"交流","01:20","2014-07-16 19:25","2014-07-16 20:45",""
"交通","00:31","2014-07-16 18:54","2014-07-16 19:25",""
"购物","00:58","2014-07-16 17:55","2014-07-16 18:54",
"Chaos","00:23","2014-07-16 17:32","2014-07-16 17:55",
"交通","00:30","2014-07-16 17:01","2014-07-16 17:32",
"air","07:59","2014-07-16 09:00","2014-07-16 17:00",""
"家务","02:00","2014-07-16 07:00","2014-07-16 09:00",""
"睡眠","06:01","2014-07-16 00:58","2014-07-16 07:00",
"家务","05:57","2014-07-15 19:01","2014-07-16 00:58",""
"Chaos","01:21","2014-07-15 17:40","2014-07-15 19:01",
"GDG","01:29","2014-07-15 16:10","2014-07-15 17:40",
"工作","01:25","2014-07-15 14:44","2014-07-15 16:10",
"交通","00:17","2014-07-15 14:27","2014-07-15 14:44",
"Chaos","00:45","2014-07-15 13:41","2014-07-15 14:27",
"交通","00:55","2014-07-15 12:46","2014-07-15 13:41",
"工作","01:31","2014-07-15 11:15","2014-07-15 12:46",
"GDG","02:44","2014-07-15 08:30","2014-07-15 11:15",
"交通","00:34","2014-07-15 07:55","2014-07-15 08:30",
"家务","01:00","2014-07-15 06:55","2014-07-15 07:55",""
"睡眠","05:29","2014-07-15 01:26","2014-07-15 06:55",""
"Chaos","01:12","2014-07-15 00:13","2014-07-15 01:26",
"家务","00:57","2014-07-14 23:15","2014-07-15 00:13",""
"GDG","01:23","2014-07-14 21:52","2014-07-14 23:15",""
"Chaos","01:17","2014-07-14 20:35","2014-07-14 21:52",
"工作","02:31","2014-07-14 18:04","2014-07-14 20:35",
"GDG","03:14","2014-07-14 14:49","2014-07-14 18:04",""
"交通","00:33","2014-07-14 14:15","2014-07-14 14:49",
"Chaos","00:55","2014-07-14 13:20","2014-07-14 14:15",
"交通","00:11","2014-07-14 13:09","2014-07-14 13:20",
"用餐","00:19","2014-07-14 12:50","2014-07-14 13:09",
"交通","00:13","2014-07-14 12:36","2014-07-14 12:49",
"Chaos","00:41","2014-07-14 11:55","2014-07-14 12:36",
"GDG","02:18","2014-07-14 09:36","2014-07-14 11:55",""
"家务","00:37","2014-07-14 08:58","2014-07-14 09:36",""
"睡眠","03:16","2014-07-14 05:41","2014-07-14 08:58",
"娱乐","01:58","2014-07-14 03:43","2014-07-14 05:41",""
"睡眠","03:55","2014-07-13 23:48","2014-07-14 03:43",
"阅读","00:22","2014-07-13 23:26","2014-07-13 23:48",
"Chaos","01:53","2014-07-13 21:33","2014-07-13 23:26",
"家务","01:45","2014-07-13 19:47","2014-07-13 21:33",
"交通","01:39","2014-07-13 18:08","2014-07-13 19:47",
"交流","02:20","2014-07-13 15:45","2014-07-13 18:05",""
"睡眠","01:45","2014-07-13 14:00","2014-07-13 15:45",""
"用餐","01:57","2014-07-13 12:02","2014-07-13 14:00",
"Chaos","00:48","2014-07-13 11:14","2014-07-13 12:02",
"家务","02:34","2014-07-13 08:39","2014-07-13 11:14",""
"睡眠","00:56","2014-07-13 07:42","2014-07-13 08:39",
"睡眠","07:36","2014-07-13 00:06","2014-07-13 07:42",
"阅读","01:01","2014-07-12 23:04","2014-07-13 00:06",
"Chaos","00:22","2014-07-12 22:41","2014-07-12 23:04",
"OBP","01:41","2014-07-12 21:00","2014-07-12 22:41",
"Chaos","00:26","2014-07-12 20:33","2014-07-12 21:00",
"交通","00:10","2014-07-12 20:22","2014-07-12 20:33",
"用餐","00:49","2014-07-12 19:33","2014-07-12 20:22",""
"Chaos","02:07","2014-07-12 17:25","2014-07-12 19:33",
"睡眠","02:35","2014-07-12 14:50","2014-07-12 17:25",
"交通","01:10","2014-07-12 13:40","2014-07-12 14:50",
"用餐","01:59","2014-07-12 11:40","2014-07-12 13:40",""
"家务","02:00","2014-07-12 09:40","2014-07-12 11:40",""
"用餐","01:00","2014-07-12 08:40","2014-07-12 09:40",""
"睡眠","07:47","2014-07-12 00:52","2014-07-12 08:40",""
"娱乐","01:35","2014-07-11 23:16","2014-07-12 00:52",
"家务","03:59","2014-07-11 19:15","2014-07-11 23:15",""
"交通","00:28","2014-07-11 18:46","2014-07-11 19:15",""
"Chaos","00:21","2014-07-11 18:25","2014-07-11 18:46",
"工作","02:23","2014-07-11 16:01","2014-07-11 18:25",""
"阅读","00:07","2014-07-11 15:53","2014-07-11 16:01",
"GDG","00:52","2014-07-11 15:01","2014-07-11 15:53",
"交通","00:42","2014-07-11 14:18","2014-07-11 15:01",
"Chaos","00:59","2014-07-11 13:19","2014-07-11 14:18",
"家务","00:58","2014-07-11 12:20","2014-07-11 13:19",
"Chaos","00:10","2014-07-11 12:09","2014-07-11 12:20",
"GDG","02:49","2014-07-11 09:20","2014-07-11 12:09",""
"交通","00:53","2014-07-11 08:27","2014-07-11 09:20",
"Chaos","00:03","2014-07-11 08:23","2014-07-11 08:27",
"用餐","00:21","2014-07-11 08:01","2014-07-11 08:23",
"交通","00:07","2014-07-11 07:54","2014-07-11 08:01",
"家务","00:28","2014-07-11 07:26","2014-07-11 07:54",
"睡眠","06:15","2014-07-11 01:11","2014-07-11 07:26",
"交通","01:06","2014-07-11 00:04","2014-07-11 01:11",
"Chaos","00:15","2014-07-10 23:49","2014-07-11 00:04",
"GDG","01:17","2014-07-10 22:31","2014-07-10 23:49",
"Chaos","00:00","2014-07-10 22:31","2014-07-10 22:31",
"工作","02:20","2014-07-10 20:11","2014-07-10 22:31",
"Chaos","01:48","2014-07-10 18:23","2014-07-10 20:11",
"GDG","01:12","2014-07-10 17:10","2014-07-10 18:23",""
"GDG","00:52","2014-07-10 16:18","2014-07-10 17:10",
"Chaos","00:25","2014-07-10 15:53","2014-07-10 16:18",
"GDG","01:07","2014-07-10 14:45","2014-07-10 15:53",
"工作","00:12","2014-07-10 14:33","2014-07-10 14:45",
"Chaos","01:15","2014-07-10 13:17","2014-07-10 14:33",
"交通","00:44","2014-07-10 12:33","2014-07-10 13:17",
"GDG","00:07","2014-07-10 12:26","2014-07-10 12:33",
"家务","00:20","2014-07-10 12:05","2014-07-10 12:26",
"GDG","00:22","2014-07-10 11:43","2014-07-10 12:05",
"Chaos","00:41","2014-07-10 11:02","2014-07-10 11:43",
"GDG","00:23","2014-07-10 10:39","2014-07-10 11:02",
"工作","00:42","2014-07-10 09:56","2014-07-10 10:39",
"Chaos","00:00","2014-07-10 09:56","2014-07-10 09:56",
"家务","00:07","2014-07-10 09:48","2014-07-10 09:56",
"GDG","01:13","2014-07-10 08:34","2014-07-10 09:48",
"交通","00:37","2014-07-10 07:57","2014-07-10 08:34",
"睡眠","08:05","2014-07-09 23:52","2014-07-10 07:57",
"Chaos","00:13","2014-07-09 23:39","2014-07-09 23:52",
"GDG","01:45","2014-07-09 21:54","2014-07-09 23:39",
"家务","03:04","2014-07-09 18:49","2014-07-09 21:53",
"GDG","01:18","2014-07-09 17:30","2014-07-09 18:49",
"Chaos","01:39","2014-07-09 15:51","2014-07-09 17:30",""
"Chaos","00:34","2014-07-09 15:16","2014-07-09 15:51",
"交通","00:47","2014-07-09 14:29","2014-07-09 15:16",
"Chaos","01:16","2014-07-09 13:12","2014-07-09 14:29",
"用餐","00:26","2014-07-09 12:45","2014-07-09 13:12",
"交通","00:33","2014-07-09 12:12","2014-07-09 12:45",""
"交通","00:00","2014-07-09 12:12","2014-07-09 12:12",
"Chaos","00:16","2014-07-09 11:55","2014-07-09 12:12",
"GDG","00:19","2014-07-09 11:36","2014-07-09 11:55",
"工作","00:32","2014-07-09 11:04","2014-07-09 11:36",
"交流","01:53","2014-07-09 09:10","2014-07-09 11:04",
"Chaos","00:43","2014-07-09 08:27","2014-07-09 09:10",
"用餐","00:20","2014-07-09 08:06","2014-07-09 08:27",
"家务","00:37","2014-07-09 07:29","2014-07-09 08:06",""
"娱乐","03:39","2014-07-09 03:55","2014-07-09 07:35",""
"睡眠","03:04","2014-07-09 00:51","2014-07-09 03:55",""
"学习","04:59","2014-07-08 19:51","2014-07-09 00:51",
"Chaos","00:00","2014-07-08 19:51","2014-07-08 19:51",
"家务","01:12","2014-07-08 18:39","2014-07-08 19:51",""
"Pt0","02:14","2014-07-08 16:24","2014-07-08 18:39",
"家务","00:07","2014-07-08 16:17","2014-07-08 16:24",
"Chaos","01:44","2014-07-08 14:33","2014-07-08 16:17",
"交通","00:15","2014-07-08 14:17","2014-07-08 14:33",
"Chaos","00:52","2014-07-08 13:25","2014-07-08 14:17",
"用餐","00:15","2014-07-08 13:09","2014-07-08 13:25",
"交通","00:22","2014-07-08 12:47","2014-07-08 13:09",""
"工作","00:52","2014-07-08 11:55","2014-07-08 12:47",
"Chaos","00:38","2014-07-08 11:16","2014-07-08 11:55",
"工作","00:30","2014-07-08 10:46","2014-07-08 11:16",
"Chaos","02:07","2014-07-08 08:38","2014-07-08 10:46",
"交通","00:33","2014-07-08 08:04","2014-07-08 08:38",
"家务","00:16","2014-07-08 07:47","2014-07-08 08:04",
"睡眠","05:37","2014-07-08 02:09","2014-07-08 07:47",
"娱乐","00:13","2014-07-08 01:56","2014-07-08 02:09",""
"Chaos","04:30","2014-07-07 21:25","2014-07-08 01:56",
"交通","00:36","2014-07-07 20:49","2014-07-07 21:25",
"工作","00:37","2014-07-07 20:12","2014-07-07 20:49",
"Chaos","01:04","2014-07-07 19:08","2014-07-07 20:12",
"用餐","00:36","2014-07-07 18:31","2014-07-07 19:08",
"交流","00:23","2014-07-07 18:07","2014-07-07 18:31",
"Chaos","00:15","2014-07-07 17:52","2014-07-07 18:07",
"工作","00:18","2014-07-07 17:33","2014-07-07 17:52",
"OBP","01:22","2014-07-07 16:11","2014-07-07 17:33",
"工作","00:00","2014-07-07 14:59","2014-07-07 14:59",
"工作","01:11","2014-07-07 14:59","2014-07-07 16:11",
"家务","00:09","2014-07-07 14:50","2014-07-07 14:59",
"Chaos","00:08","2014-07-07 14:41","2014-07-07 14:50",
"交通","00:28","2014-07-07 14:12","2014-07-07 14:41",
"Chaos","00:57","2014-07-07 13:15","2014-07-07 14:12",
"交通","00:44","2014-07-07 12:30","2014-07-07 13:15",
"OBP","01:09","2014-07-07 11:21","2014-07-07 12:30",
"工作","00:16","2014-07-07 11:04","2014-07-07 11:21",
"OBP","00:52","2014-07-07 10:12","2014-07-07 11:04",
"工作","00:52","2014-07-07 09:20","2014-07-07 10:12",
"Chaos","00:26","2014-07-07 08:53","2014-07-07 09:20",
"家务","01:56","2014-07-07 06:57","2014-07-07 08:53",
"运动","00:00","2014-07-07 06:57","2014-07-07 06:57",
"睡眠","05:45","2014-07-07 01:12","2014-07-07 06:57",
"Chaos","01:49","2014-07-06 23:22","2014-07-07 01:12",
"家务","02:33","2014-07-06 20:49","2014-07-06 23:22",
"交通","00:51","2014-07-06 19:58","2014-07-06 20:49",
"购物","01:25","2014-07-06 18:32","2014-07-06 19:58",
