"活动类别","持续时间","开始时间","结束时间","备注"
"电影","02:43","2014-04-11 18:35","2014-04-11 21:19",""
"Chaos","01:11","2014-04-11 17:24","2014-04-11 18:35",
"工作","02:16","2014-04-11 15:07","2014-04-11 17:24",
"OBP","00:06","2014-04-11 15:01","2014-04-11 15:07",
"交通","00:06","2014-04-11 14:54","2014-04-11 15:01",
"Chaos","01:34","2014-04-11 13:20","2014-04-11 14:54",
"交通","00:46","2014-04-11 12:33","2014-04-11 13:20",
"Chaos","00:02","2014-04-11 12:31","2014-04-11 12:33",
"工作","02:51","2014-04-11 09:40","2014-04-11 12:31",
"Chaos","01:15","2014-04-11 08:24","2014-04-11 09:40",
"用餐","00:10","2014-04-11 08:13","2014-04-11 08:24",
"Chaos","00:00","2014-04-11 08:13","2014-04-11 08:13",
"家务","01:00","2014-04-11 07:13","2014-04-11 08:13",""
"睡眠","06:04","2014-04-11 01:08","2014-04-11 07:13",""
"阅读","00:27","2014-04-11 00:41","2014-04-11 01:08",
"Chaos","04:28","2014-04-10 20:13","2014-04-11 00:41",""
"用餐","01:39","2014-04-10 18:33","2014-04-10 20:13",""
"购物","00:25","2014-04-10 18:08","2014-04-10 18:33",
"Chaos","00:09","2014-04-10 17:58","2014-04-10 18:08",
"OBP","00:00","2014-04-10 17:58","2014-04-10 17:58",
"工作","03:03","2014-04-10 14:55","2014-04-10 17:58",
"交通","00:09","2014-04-10 14:46","2014-04-10 14:55",
"Chaos","02:27","2014-04-10 12:19","2014-04-10 14:46",""
"交流","01:16","2014-04-10 11:02","2014-04-10 12:19",
"Chaos","00:46","2014-04-10 10:16","2014-04-10 11:02",
"交流","00:37","2014-04-10 09:38","2014-04-10 10:16",
"阅读","00:39","2014-04-10 08:58","2014-04-10 09:38",
"Chaos","01:33","2014-04-10 07:25","2014-04-10 08:58",
"睡眠","06:11","2014-04-10 01:13","2014-04-10 07:25",
"Chaos","03:21","2014-04-09 21:52","2014-04-10 01:13",""
"Chaos","02:46","2014-04-09 19:05","2014-04-09 21:52",
"OBP","01:02","2014-04-09 18:03","2014-04-09 19:05",
"Chaos","00:58","2014-04-09 17:04","2014-04-09 18:03",
"工作","00:27","2014-04-09 16:37","2014-04-09 17:04",
"交流","00:39","2014-04-09 15:57","2014-04-09 16:37",
"工作","00:11","2014-04-09 15:46","2014-04-09 15:57",
"娱乐","00:53","2014-04-09 14:53","2014-04-09 15:46",
"Chaos","02:49","2014-04-09 12:03","2014-04-09 14:53",""
"Chaos","00:51","2014-04-09 11:11","2014-04-09 12:03",
"交流","01:18","2014-04-09 09:53","2014-04-09 11:11",
"GDG","00:00","2014-04-09 09:53","2014-04-09 09:53",
"Chaos","00:36","2014-04-09 09:17","2014-04-09 09:53",
"交通","00:00","2014-04-09 09:16","2014-04-09 09:17",
"Chaos","00:00","2014-04-09 09:16","2014-04-09 09:16",
"购物","00:00","2014-04-09 09:16","2014-04-09 09:16",
"Chaos","00:06","2014-04-09 09:10","2014-04-09 09:16",
"用餐","00:51","2014-04-09 08:18","2014-04-09 09:10",""
"家务","00:03","2014-04-09 08:14","2014-04-09 08:18",
"交通","00:20","2014-04-09 07:53","2014-04-09 08:14",
"交通","00:00","2014-04-09 07:53","2014-04-09 07:53",
"Chaos","00:37","2014-04-09 07:16","2014-04-09 07:53",
"睡眠","05:51","2014-04-09 01:25","2014-04-09 07:16",
"Chaos","00:08","2014-04-09 01:16","2014-04-09 01:24",
"Chaos","02:19","2014-04-08 23:00","2014-04-09 01:19",""
"阅读","01:13","2014-04-08 21:47","2014-04-08 23:00",""
"家务","01:24","2014-04-08 20:27","2014-04-08 21:51",""
"用餐","01:11","2014-04-08 19:05","2014-04-08 20:16",""
"OBP","00:55","2014-04-08 18:09","2014-04-08 19:05",
"GDG","00:00","2014-04-08 18:09","2014-04-08 18:09",
"Chaos","00:48","2014-04-08 17:21","2014-04-08 18:09",
"交流","02:16","2014-04-08 15:04","2014-04-08 17:21",
"工作","00:00","2014-04-08 15:04","2014-04-08 15:04",
"上网","00:00","2014-04-08 15:04","2014-04-08 15:04",
"工作","00:00","2014-04-08 15:04","2014-04-08 15:04",
"交通","00:33","2014-04-08 14:31","2014-04-08 15:04",
"Chaos","02:36","2014-04-08 11:55","2014-04-08 14:31",
"工作","00:29","2014-04-08 11:25","2014-04-08 11:55",
"工作","01:42","2014-04-08 09:43","2014-04-08 11:25",
"交通","00:49","2014-04-08 08:53","2014-04-08 09:43",
"工作","00:00","2014-04-08 08:53","2014-04-08 08:53",
"Chaos","00:06","2014-04-08 08:47","2014-04-08 08:53",
"交通","00:05","2014-04-08 08:41","2014-04-08 08:47",
"用餐","00:00","2014-04-08 08:41","2014-04-08 08:41",
"Chaos","01:10","2014-04-08 07:30","2014-04-08 08:41",
"睡眠","05:04","2014-04-08 02:26","2014-04-08 07:30",
"Chaos","03:33","2014-04-07 22:53","2014-04-08 02:26",
"交通","03:11","2014-04-07 19:41","2014-04-07 22:52",
"交流","00:22","2014-04-07 19:19","2014-04-07 19:41",""
"用餐","01:15","2014-04-07 18:03","2014-04-07 19:19",
"交流","01:37","2014-04-07 16:25","2014-04-07 18:03",
"Chaos","00:00","2014-04-07 16:25","2014-04-07 16:25",
"交流","02:00","2014-04-07 14:25","2014-04-07 16:25",""
"交通","00:58","2014-04-07 13:26","2014-04-07 14:25",""
"Chaos","00:00","2014-04-07 13:26","2014-04-07 13:26",
"GDG","01:43","2014-04-07 11:43","2014-04-07 13:26",""
"交通","01:25","2014-04-07 10:17","2014-04-07 11:43",""
"Chaos","01:52","2014-04-07 08:24","2014-04-07 10:17",
